source_type,status_code,domain,url,final_url,case_ids,source_refs,title,body_sha256,body_size_bytes,text_size_chars,body_file,text_file,error
complaint_forum,200,bitcointalk.org,https://bitcointalk.org/index.php?topic=5547447.0,https://bitcointalk.org/index.php?topic=5547447.0,CG-004,cases_database.json:alternate_urls,Rollbit Multi Account SCAM 3189$,899fba17ae79abf460af2b17afab3f15edac7d2bb4e8e4e91cda5edec79b5009,169905,24620,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_007fad742a63.body.bin,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_007fad742a63.text.txt,
complaint_forum,200,bitcointalk.org,https://bitcointalk.org/index.php?topic=5566400.0,https://bitcointalk.org/index.php?topic=5566400.0,BT-020,cases_database.json,ROLLBIT FROZE MY ACCOUNT ACCUSING ME OF MULTIACOUNTING,b535d450916a4bbdc2cf825d74409ba30552cb6d703a6dab06039aaf6b61a2b2,42650,9373,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_c26ebdc15587.body.bin,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_c26ebdc15587.text.txt,
complaint_forum,200,bitcointalk.org,https://bitcointalk.org/index.php?topic=5574081.0,https://bitcointalk.org/index.php?topic=5574081.0,BT-018,REPORT_6_EVIDENCE_REGISTER.md|cases_database.json,"[RESOLVED] Rollbit withdrawals frozen with $17,700",81b8ac97f41106f3d7ff90ecdc2e55980b3603f342e4443ce3f2e805b255914e,213258,47310,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_df6b5ddbd2f0.body.bin,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_df6b5ddbd2f0.text.txt,
complaint_forum,200,bitcointalk.org,https://bitcointalk.org/index.php?topic=5574189.0,https://bitcointalk.org/index.php?topic=5574189.0,BT-019,cases_database.json,"[SCAM] Rollbit.com - Account frozen with 3,000 USDT without explanation",4da15c457cb601951a0a40603abe97843639e97a546b9a867210deb24201e3cb,62221,11618,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_c310c72957a2.body.bin,output/captures/public_records/20260425T111024Z/bitcointalk.org_index.php_c310c72957a2.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-account-has-been-closed,https://casino.guru/complaints/rollbit-casino-player-s-account-has-been-closed,CG-004,REPORT_6_EVIDENCE_REGISTER.md|cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-has-been-closed_3eef231b6ff0.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-has-been-closed_3eef231b6ff0.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-account-has-been-closed-and,https://casino.guru/complaints/rollbit-casino-player-s-account-has-been-closed-and,CG-002,cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-has-been-closed-and_dd203118e035.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-has-been-closed-and_dd203118e035.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-account-is-closed-with-winnings,https://casino.guru/complaints/rollbit-casino-player-s-account-is-closed-with-winnings,CG-007,cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-is-closed-with-winnings_efe997bb3a08.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-account-is-closed-with-winnings_efe997bb3a08.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-has-been-denied,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-has-been-denied,CG-003,cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-has-been-denied_65cb42cba8e4.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-has-been-denied_65cb42cba8e4.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-is-blocked-for,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-is-blocked-for,CG-006,REPORT_6_EVIDENCE_REGISTER.md|cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-is-blocked-for_562ce637bb1a.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-is-blocked-for_562ce637bb1a.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-restricted-due,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-restricted-due,CG-001,cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-restricted-due_7ede52204409.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawal-restricted-due_7ede52204409.text.txt,
complaint_mediation,404,casino.guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawals-are-blocked-by,https://casino.guru/complaints/rollbit-casino-player-s-withdrawals-are-blocked-by,CG-005,REPORT_6_EVIDENCE_REGISTER.md|cases_database.json,404 Not Found,d5a89e26beae0bc03ad18a0b0d1d3d75f87c32047879d25da11970cb5c4662a3,315,183,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawals-are-blocked-by_8f609fa44758.body.bin,output/captures/public_records/20260425T111024Z/casino.guru_complaints_rollbit-casino-player-s-withdrawals-are-blocked-by_8f609fa44758.text.txt,
complaint_mediation,200,forum.askgamblers.com,https://forum.askgamblers.com/topic/13060-rollbit-unfairly-suspended-and-over-7k-stolen-from-me/,https://forum.askgamblers.com/topic/13060-rollbit-unfairly-suspended-and-over-7k-stolen-from-me/,AG-002,cases_database.json,[Rollbit] Unfairly suspended and over $7k stolen from me - Online Slot Discussions - AskGamblers,b53fe8526f36cf2f137a7c4d2d410c813586e4999afe81f18b1cdf9f46df335b,133832,12350,output/captures/public_records/20260425T111024Z/forum.askgamblers.com_topic_13060-rollbit-unfairly-suspended-and-over-7k-stolen-_3bf275d41b8c.body.bin,output/captures/public_records/20260425T111024Z/forum.askgamblers.com_topic_13060-rollbit-unfairly-suspended-and-over-7k-stolen-_3bf275d41b8c.text.txt,
complaint_mediation,200,forum.askgamblers.com,https://forum.askgamblers.com/topic/16031-rollbit-casino-withholding-winnings-and-banned-me-with-0-explanation/,https://forum.askgamblers.com/topic/16031-rollbit-casino-withholding-winnings-and-banned-me-with-0-explanation/,AG-001,cases_database.json,Rollbit Casino Withholding Winnings And Banned Me With 0 Explanation - Need help with a complaint? - AskGamblers,1c6d061bf6f824a5b02432233bda441e589fcdb570e1067f1a50d08c7053ac47,376214,21884,output/captures/public_records/20260425T111024Z/forum.askgamblers.com_topic_16031-rollbit-casino-withholding-winnings-and-banned_efcf0b7aeb7b.body.bin,output/captures/public_records/20260425T111024Z/forum.askgamblers.com_topic_16031-rollbit-casino-withholding-winnings-and-banned_efcf0b7aeb7b.text.txt,
complaint_mediation,200,www.casinolistings.com,https://www.casinolistings.com/forum/gambling/online-casinos/41297/rollbit-unfairly-suspended-and-over-7k-stolen-from-me,https://www.casinolistings.com/forum/gambling/online-casinos/41297/rollbit-unfairly-suspended-and-over-7k-stolen-from-me,CL-001,cases_database.json,[Rollbit] Unfairly suspended and over $7k stolen from me | Casino Listings forum,23e3b04fe754ba140e6ac24960009ef7ff69d0c3bd7f3a7980abe2202efc62bf,69160,17280,output/captures/public_records/20260425T111024Z/www.casinolistings.com_forum_gambling_online-casinos_41297_rollbit-unfairly-susp_ff814004ed1c.body.bin,output/captures/public_records/20260425T111024Z/www.casinolistings.com_forum_gambling_online-casinos_41297_rollbit-unfairly-susp_ff814004ed1c.text.txt,
complaint_review,403,www.trustpilot.com,https://www.trustpilot.com/review/www.rollbit.com,https://www.trustpilot.com/review/www.rollbit.com,TP-001|TP-002|TP-003|TP-004|TP-005|TP-006|TP-007|TP-008|TP-009|TP-010|TP-011|TP-012|TP-013|TP-014|TP-015|TP-016|TP-017|TP-018|TP-019|TP-020|TP-021|TP-022|TP-023|TP-024|TP-025|TP-026|TP-027|TP-028|TP-029|TP-030|TP-031|TP-032|TP-033|TP-034|TP-035|TP-036|TP-037|TP-038|TP-039|TP-040|TP-041|TP-042|TP-043|TP-044|TP-045|TP-046|TP-047|TP-048|TP-049|TP-050|TP-051,REPORT_6_EVIDENCE_REGISTER.md|cases_database.json,Verifying Connection,92d97ed45d6cc267c657b864c4deee1c2d896cda361adc660bc16538a75700f2,991,185,output/captures/public_records/20260425T111024Z/www.trustpilot.com_review_www.rollbit.com_53e318382592.body.bin,output/captures/public_records/20260425T111024Z/www.trustpilot.com_review_www.rollbit.com_53e318382592.text.txt,
operator_publication,200,blog.rollbit.com,https://blog.rollbit.com/,https://blog.rollbit.com/,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,Official Rollbit Blog,234ca47b237f4ab98833a91b10d2ee74775a3619cd2c451a61b009be35177cae,69908,4606,output/captures/public_records/20260425T111024Z/blog.rollbit.com_deba0a0d9d3a.body.bin,output/captures/public_records/20260425T111024Z/blog.rollbit.com_deba0a0d9d3a.text.txt,
operator_publication,200,blog.rollbit.com,https://blog.rollbit.com/rlb-eth-migration/,https://blog.rollbit.com/rlb-eth-migration/,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,RLB Migration to ETH 💱,454b887f2fc98bd1d6965e3943f2308e0f5c169c37c382611c2554cd27ffc181,29887,5730,output/captures/public_records/20260425T111024Z/blog.rollbit.com_rlb-eth-migration_a38e386d4f2b.body.bin,output/captures/public_records/20260425T111024Z/blog.rollbit.com_rlb-eth-migration_a38e386d4f2b.text.txt,
operator_publication,200,blog.rollbit.com,https://blog.rollbit.com/rlb-utility-guide/amp/,https://blog.rollbit.com/rlb-utility-guide/,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,RLB Utility Guide: Everything you need to know,fa4aa7632d04a4bf0789587119d716c8e1a2110d8c5ee7d917ed913e95988557,37274,8431,output/captures/public_records/20260425T111024Z/blog.rollbit.com_rlb-utility-guide_amp_2dd657f0ae59.body.bin,output/captures/public_records/20260425T111024Z/blog.rollbit.com_rlb-utility-guide_amp_2dd657f0ae59.text.txt,
operator_surface,,rollbit.com,https://rollbit.com/,,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md,,,0,0,,,"HTTPSConnectionPool(host='rollbit.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='rollbit.com', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))"
passive_scan,200,urlscan.io,https://urlscan.io/result/ae5a0a7d-6223-4610-b982-5c7258a2a285,https://urlscan.io/result/ae5a0a7d-6223-4610-b982-5c7258a2a285,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md,rollbit.com - urlscan.io,6087a7ce9ce8d70438081f75cab80b21ddd87e0f612e8583f54f65f38e8f7d8e,178511,25262,output/captures/public_records/20260425T111024Z/urlscan.io_result_ae5a0a7d-6223-4610-b982-5c7258a2a285_b75a434eb2ab.body.bin,output/captures/public_records/20260425T111024Z/urlscan.io_result_ae5a0a7d-6223-4610-b982-5c7258a2a285_b75a434eb2ab.text.txt,
public_reporting,200,cryptoslate.com,https://cryptoslate.com/solana-based-rollbit-coin-faces-scrutiny-over-crypto-influencer-promotion-tactics/,https://cryptoslate.com/solana-based-rollbit-coin-faces-scrutiny-over-crypto-influencer-promotion-tactics/,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,Solana-based Rollbit Coin faces scrutiny over crypto influencer promotion tactics,351a032d4ed815c7fb678885fd7b5250d0549736694d04af5e199e1ab0560c45,318019,17530,output/captures/public_records/20260425T111024Z/cryptoslate.com_solana-based-rollbit-coin-faces-scrutiny-over-crypto-influencer-_8c474c220819.body.bin,output/captures/public_records/20260425T111024Z/cryptoslate.com_solana-based-rollbit-coin-faces-scrutiny-over-crypto-influencer-_8c474c220819.text.txt,
public_reporting,200,dev.ua,https://dev.ua/en/news/krypto-1747475639,https://dev.ua/en/news/krypto-1747475639,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,Court hands over $123 million in crypto assets of unknown Ukrainian to ARMA. Allegedly linked to Rollbit online casino and money laundering via Binance | dev.ua,f6b78c195384426cff0b7ff6b48c7341e892d3c4a57e38ec3df17dcfa8580551,52556,5648,output/captures/public_records/20260425T111024Z/dev.ua_en_news_krypto-1747475639_07be9265c3b3.body.bin,output/captures/public_records/20260425T111024Z/dev.ua_en_news_krypto-1747475639_07be9265c3b3.text.txt,
public_reporting,200,www.chaincatcher.com,https://www.chaincatcher.com/article/2235971,https://www.chaincatcher.com/article/2235971,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,数据：497.11 枚 BTC 从匿名地址转入 Rollbit，价值约 4519 万美元 - ChainCatcher,e793f8d623c9c20a9cdd41c120b83e9926a36a7bcfaddceca2c6eba43867eeb8,77291,1511,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_article_2235971_1dae7ce57398.body.bin,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_article_2235971_1dae7ce57398.text.txt,
public_reporting,200,www.chaincatcher.com,https://www.chaincatcher.com/article/2236424,https://www.chaincatcher.com/article/2236424,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,数据：1.5 万枚 SOL 从 Rollbit 转出，价值约 205 万美元 - ChainCatcher,9e35665818abdc585f738dfc5d05eff85e175cb18c4e8baf57ccc751a047c203,76982,1485,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_article_2236424_4a84ab69f99e.body.bin,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_article_2236424_4a84ab69f99e.text.txt,
public_reporting,200,www.chaincatcher.com,https://www.chaincatcher.com/en/article/2102300,https://www.chaincatcher.com/en/article/2102300,,REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,"GambleFi platform Rollbit: Degen EXchange will be temporarily closed, and assets on the platform can be sold or withdrawn - ChainCatcher",92c68834f869f63f6c97b90b22d2c589e118565e7f2b2e57e5a7ff7efc40b150,68103,3242,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_en_article_2102300_593f7571d8a5.body.bin,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_en_article_2102300_593f7571d8a5.text.txt,
public_reporting,200,www.chaincatcher.com,https://www.chaincatcher.com/en/tags/rollbit,https://www.chaincatcher.com/en/tags/rollbit,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,rollbit News and Articles - ChainCatcher,5657ad02a9ad597e8ac3b876bda7e2d0991a8f808211afc65f7b62f5b46ebb61,83547,5767,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_en_tags_rollbit_451ce44240fa.body.bin,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_en_tags_rollbit_451ce44240fa.text.txt,
public_reporting,200,www.chaincatcher.com,https://www.chaincatcher.com/ko/article/2202906,https://www.chaincatcher.com/ko/article/2202906,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,데이터: Rollbit 금고 연관 주소에서 5만 개의 SOL을 판매하여 약 890만 달러의 수익을 올림 - ChainCatcher,ab8c7f97a2c848c03ef32aa1f3941d4d2bc171964908f90278bb978d9276617c,85197,2007,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_ko_article_2202906_842a2999d84f.body.bin,output/captures/public_records/20260425T111024Z/www.chaincatcher.com_ko_article_2202906_842a2999d84f.text.txt,
public_reporting,200,www.coindesk.com,https://www.coindesk.com/markets/2023/03/31/crypto-casino-rollbits-token-drops-20-amid-licensing-concerns,https://www.coindesk.com/markets/2023/03/31/crypto-casino-rollbits-token-drops-20-amid-licensing-concerns,,REPORT_1_ONCHAIN_FORENSICS.md|REPORT_5_NEWS_AND_REGULATORY_TIMELINE.md,Crypto Casino Rollbit&#x27;s Token Drops 20% Amid Licensing Concerns,71bcf6c149b2aca2396d1f25699a34814c5f679cc5899d6913c58617fcd43f58,458730,6114,output/captures/public_records/20260425T111024Z/www.coindesk.com_markets_2023_03_31_crypto-casino-rollbits-token-drops-20-amid-l_745dc5cf90a3.body.bin,output/captures/public_records/20260425T111024Z/www.coindesk.com_markets_2023_03_31_crypto-casino-rollbits-token-drops-20-amid-l_745dc5cf90a3.text.txt,
public_verification,200,cert.cga.cw,https://cert.cga.cw,https://cert.cga.cw/,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md,CGA Portal,9c35afea419b5d5703d00280b63021ba033e874dcdf72dce73a7fb9569d2f569,57674,1882,output/captures/public_records/20260425T111024Z/cert.cga.cw_a20395602945.body.bin,output/captures/public_records/20260425T111024Z/cert.cga.cw_a20395602945.text.txt,
public_verification,200,cert.cga.cw,https://cert.cga.cw/page/certification_policy,https://cert.cga.cw/page/certification_policy,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md,CGA Portal,9baa212a9fa09f1bc7ccd027ae79f36f48b4ea7496c8255b11209ee32687384c,55780,3300,output/captures/public_records/20260425T111024Z/cert.cga.cw_page_certification_policy_ed5e977f0d2d.body.bin,output/captures/public_records/20260425T111024Z/cert.cga.cw_page_certification_policy_ed5e977f0d2d.text.txt,
public_verification,200,www.cga.cw,https://www.cga.cw/regulation/online-gaming,https://www.cga.cw/regulation/online-gaming,,REPORT_4_WEBSITE_TECHNICAL_INVESTIGATION.md,Online Gaming - Gaming Control Board,9f224f7b81fa6e6f8b741ebf38938b8a089f30a4037e1cc83f8237cf412fb0a1,38319,5126,output/captures/public_records/20260425T111024Z/www.cga.cw_regulation_online-gaming_55d63641d2e5.body.bin,output/captures/public_records/20260425T111024Z/www.cga.cw_regulation_online-gaming_55d63641d2e5.text.txt,
